읍면동,민박명,소재지,데이터기준일
애월읍,더쉼 민박,애월읍 예원북길 9,20211123
애월읍,사랑방 민박,애월읍 수산서3길 13 (1동),20211123
애월읍,태우풀하우스 민박,애월읍 고성남서길 31-6,20211123
애월읍,담다게스트하우스 민박,애월읍 광령중길 81-6,20211123
애월읍,갬성 민박,애월읍 애월해안로 274 (2동),20211123
애월읍,금성브릿지 민박,애월읍 금성1길 29-3,20211123
애월읍,원동힐링 민박,애월읍 애원로 859 (A동),20211123
애월읍,오늘도제주 민박,애월읍 봉성로 45-1,20211123
애월읍,나풀나풀제주언니 민박,애월읍 장전로 81,20211123
애월읍,바다뜰 민박,애월읍 애월해안로 384-39,20211123
애월읍,마눌 민박,애월읍 고내봉서2길 73,20211123
애월읍,애월바다 민박,애월읍 애월해안로 384-40,20211123
애월읍,좋은씨앗제주 민박,애월읍 예원북길 9-1,20211123
애월읍,오늘따라게스트하우스 민박,애월읍 신엄안2길 58,20211123
애월읍,달작 민박,애월읍 애월원당길 42-22,20211123
애월읍,애월의언덕 민박,애월읍 하소로 654-9,20211123
애월읍,Brick9Mansion1호 민박,애월읍 어림비로 109 (1동),20211123
애월읍,제주도애월파티하는오누 민박,애월읍 애월로2길 7,20211123
애월읍,블랑드애월미뇽 민박,애월읍 일주서로 6335-15,20211123
애월읍,블랑드애월레브 민박,애월읍 일주서로 6335-9,20211123
애월읍,애월의남자 민박,애월읍 유수암북길 98 (나동),20211123
애월읍,엣빌레 민박,애월읍 납읍로 61-3 (제1동),20211123
애월읍,혼디 민박,애월읍 신엄안3길 20 (제1동),20211123
애월읍,애월구엄길펜션 민박,애월읍 구엄길 27-1 (가동),20211123
애월읍,구엄길나동 민박,애월읍 구엄길 27-2 (나동),20211123
애월읍,혀니키즈펜션 민박,애월읍 고내로13길 10,20211123
애월읍,애월신엄 민박,애월읍 애월해안로 560 (제3동),20211123
애월읍,비아신엄하우스 민박,애월읍 애월해안로 560 (제7동),20211123
애월읍,신엄 민박,애월읍 애월해안로 560 (제8동),20211123
애월읍,돌코롬하우스 민박,애월읍 화전안길 23,20211123
애월읍,투피쉬하우스 민박,애월읍 애월로 57,20211123
애월읍,마리네집 민박,애월읍 광상로 323-20,20211123
애월읍,푸르메가살고있는집 민박,애월읍 납읍로2길 35,20211123
애월읍,위더스 민박,애월읍 애월로7길24-3,20211123
애월읍,곽지헌 민박,애월읍 곽지서길 18-1,20211123
애월읍,잠잠한가 민박,애월읍 상가북2길 23-10,20211123
애월읍,퐁낭에염 민박,애월읍 어음3길 14,20211123
애월읍,타임바이어플레이스 민박,애월읍 애월해안로 927,20211123
애월읍,휴안 민박,애월읍 신상로 308 (112동),20211123
애월읍,애월럭스하우스 민박,애월읍 구엄동3길34-4 (103동),20211123
애월읍,안녕바다야 민박,애월읍 하귀12길 39,20211123
애월읍,리윤이네 민박,애월읍 광령남4길 31-24 (107동),20211123
애월읍,제주운집 민박,애월읍 광상로 530,20211123
애월읍,알프스인소길 민박,"애월읍 소길남길 22, 가동",20211123
애월읍,송림원 민박,애월읍 천덕로 313-3 (제1호),20211123
애월읍,애인이네 민박,애월읍 평화로 1982-23,20211123
애월읍,호메제주 민박,애월읍 하귀2길 46-34,20211123
애월읍,더애월 민박,애월읍 고내로13길 99-23 (9호),20211123
애월읍,그여름애월바다 민박,애월읍 고내로13길 99-20 (8호),20211123
애월읍,애월해안누리 민박,애월읍 애월해안로 298 (B동),20211123
애월읍,브라운캐빈2 민박,애월읍 소길남길 190-40 (제2동),20211123
애월읍,누리네 민박,애월읍 상하귀길 40-24 (101동),20211123
애월읍,제주애유 민박,애월읍 유수암평화5길 38-17,20211123
애월읍,애월쉬멍게스트하우스 민박,애월읍 중구엄길 64,20211123
애월읍,하음이네집 민박,애월읍 광령남4길 31-26,20211123
애월읍,플레이비치하우스 민박,애월읍 곽지9길 11,20211123
애월읍,김군아미고 민박,애월읍 애월해안로 670,20211123
애월읍,곽지바다로 민박,애월읍 곽지7길 15,20211123
애월읍,더스테이크리스마스 민박,애월읍 애상로 107 (A1동),20211123
애월읍,1020하우스 민박,애월읍 애상로 107 (C1동),20211123
애월읍,오비두스 민박,애월읍 신엄안3길 138,20211123
애월읍,퀸스베이 민박,"애월읍 신엄안2길 54 (2,3층)",20211123
애월읍,소길공간 민박,애월읍 장소로 147-31,20211123
애월읍,비타민씨하우스 민박,애월읍 애상로 107 (B3동),20211123
애월읍,까사드애월 민박,애월읍 고내로13길 99-22,20211123
애월읍,자레와 민박,애월읍 곽납로 62-13,20211123
애월읍,스테이107 민박,애월읍 애상로 107 (B5동),20211123
애월읍,펜트하우스 민박,애월읍 애상로 107 (C5동),20211123
애월읍,제5동 민박,애월읍 소길남길 190-40 (제5동),20211123
애월읍,크리스마스애월D1 민박,애월읍 애상로 107 (D1동),20211123
애월읍,상윤이네 민박,애월읍 광령남4길 31-20 (110동),20211123
애월읍,더달달 민박,애월읍 납읍로 36-1 (1동),20211123
애월읍,시온 민박,애월읍 납읍로 36-2 (1동),20211123
애월읍,슬로우리제주 민박,애월읍 엄수로 77 (제1동),20211123
애월읍,VeryGood(베리굿) 민박,애월읍 어음13길 196-49 (가동),20211123
애월읍,소설 민박,애월읍 번대동2길 12,20211123
애월읍,훠니하우스 민박,애월읍 고성북길 112,20211123
애월읍,써니하우스 민박,애월읍 고성북길 112-1,20211123
애월읍,크리스마스애월 민박,애월읍 애상로 107 (D3동),20211123
애월읍,제주게스트하우스털보네 민박,애월읍 애월북서길 88,20211123
애월읍,애월타운하우스 민박,애월읍 애상로 107 (D2동),20211123
애월읍,애월하우스 민박,애월읍 애상로 107 (D7동),20211123
애월읍,로에스펜션 민박,애월읍 고성서5길 23,20211123
애월읍,아꼽다 민박,애월읍 어림비로 133 (제1동),20211123
애월읍,여관로로 민박,애월읍 소길1길 13-2,20211123
애월읍,코삿알로하 민박,애월읍 천덕로 153-16,20211123
애월읍,BesideM(비싸이드엠) 민박,애월읍 구엄3길 14-4,20211123
애월읍,드렌도트 민박,애월읍 애원로 246 (제1동),20211123
애월읍,"지금,애월게스트하우스 민박",애월읍 하귀2길 58,20211123
애월읍,사라길152 민박,애월읍 사라길 152,20211123
애월읍,한담풍경하우스 민박,애월읍 애월로 6 (A동),20211123
애월읍,제주놀 민박,애월읍 어림비로 144,20211123
애월읍,애월오후 민박,애월읍 고내로13길 99-6,20211123
애월읍,한담길 민박,애월읍 애월로 92,20211123
애월읍,KJ펜션 민박,애월읍 광령남3길 65-2,20211123
애월읍,파이어앤스톤코티지 민박,애월읍 납읍로8길 6-16,20211123
애월읍,바오밥나무 민박,애월읍 하소로 357-1,20211123
애월읍,스위트애월 민박,애월읍 고내로13길 99-24,20211123
애월읍,애월바다오후 민박,애월읍 고내로13길 99-8,20211123
애월읍,이문간하우스 민박,애월읍 고내로7길 15,20211123
애월읍,밖거리 민박,애월읍 광령남6길 29,20211123
애월읍,까사드애월1 민박,애월읍 고내로13길 99-19,20211123
애월읍,수연이네 민박,애월읍 상하귀길 40-24 (109동),20211123
애월읍,애월남가동 민박,애월읍 유수암북길 98 (가동),20211123
애월읍,해변산책 민박,애월읍 곽지9길 7,20211123
애월읍,제주하늬바람4 민박,애월읍 신상로 258 (제4동),20211123
애월읍,스테이애월바다 민박,애월읍 고내로13길 99-21,20211123
애월읍,로즈마리 민박,애월읍 신엄안2길 34,20211123
애월읍,하루곽지 민박,애월읍 곽지7길 2,20211123
애월읍,장군의집 민박,애월읍 고내로7길 39-9,20211123
애월읍,토리 민박,애월읍 고내로7길 10-2,20211123
애월읍,팀버하우스 민박,애월읍 곽지7길 11,20211123
애월읍,애월돌마리 민박,애월읍 중엄3길 38,20211123
애월읍,애월펜트하우스 민박,애월읍 애상로 107 (A2동),20211123
애월읍,곽지별땅 민박,애월읍 곽지8길 7-1,20211123
애월읍,아띠 민박,애월읍 광령평화2길 116-51,20211123
애월읍,레드향 민박,애월읍 납읍남로2길 13-1,20211123
애월읍,미카사펜션 민박,애월읍 구엄4길 46-1,20211123
애월읍,애월브리즈 민박,애월읍 신엄연대길 35-1 (116동),20211123
애월읍,후아힌제주풀빌라 민박,애월읍 신엄연대길 57,20211123
애월읍,시아네집 민박,애월읍 중엄안3길 20,20211123
애월읍,도시해녀 민박,애월읍 하귀미수포길 16-1 (B동),20211123
애월읍,꼬망 민박,애월읍 광령평화2길 116-53,20211123
애월읍,블랑드애월앙주 민박,애월읍 일주서로 6335-13,20211123
애월읍,뜰에하우스 민박,애월읍 곽지서길 9-2,20211123
애월읍,애월바다타운 민박,애월읍 고내로13길 99-17,20211123
애월읍,애월바다타운하우스 민박,애월읍 고내로13길 99-15,20211123
애월읍,더바당 민박,애월읍 애월해안로 232,20211123
애월읍,블랑드애월씨엘 민박,애월읍 일주서로 6335-11,20211123
애월읍,아래아 민박,애월읍 애월로 151,20211123
애월읍,애월바다정원 민박,애월읍 고내로13길 99-10,20211123
애월읍,효자 민박,애월읍 애월북서길 73,20211123
애월읍,제주저녁노을 민박,애월읍 하귀10길 39-2 (A동),20211123
애월읍,캐빈타운 민박,애월읍 가문동상2길 29-3,20211123
애월읍,곽지주택 민박,애월읍 곽지남3길 21,20211123
애월읍,곽지할망 민박,애월읍 천덕로 153-11,20211123
애월읍,보솜 민박,애월읍 유수암로 226-14,20211123
애월읍,봄봄게스트하우스 민박,애월읍 상귀장수물길 58-55,20211123
애월읍,바람스테이 민박,애월읍 납읍동1길 18,20211123
애월읍,아무렴 민박,애월읍 장소로 147-22,20211123
애월읍,바인 민박,애월읍 소길남길 45-1 (A동),20211123
애월읍,도노미 민박,애월읍 봉성로2길 16-6,20211123
애월읍,여유의집 민박,애월읍 장전로 157-1 (제3동),20211123
애월읍,컬티베잇 민박,애월읍 광령8길 20,20211123
애월읍,푸르곤 민박,애월읍 납읍로 79,20211123
애월읍,프레리아 민박,애월읍 유수암평화5길 34-29 (제1호),20211123
애월읍,허그제주 민박,애월읍 신엄2길 76-4 (제2동),20211123
애월읍,서앤준 민박,애월읍 광령자종길 5,20211123
애월읍,스테이오름 민박,애월읍 봉성북2길 10,20211123
애월읍,스테이새별 민박,애월읍 봉성북2길 12,20211123
애월읍,봉성소락 민박,애월읍 녹근로 51-3,20211123
애월읍,제주애단비애월 민박,애월읍 봉성로2길 25,20211123
애월읍,애월브릭하우스 민박,애월읍 신엄로 52,20211123
애월읍,햇살집 민박,애월읍 상귀장수물길 58-11,20211123
애월읍,오렌지슈가 민박,애월읍 신상로 258 (제1동),20211123
애월읍,버닝레스트팬션 민박,애월읍 애월해안로 852,20211123
애월읍,선셋라운지 민박,애월읍 금성5길 44-9,20211123
애월읍,우리집 민박,애월읍 유수암평화5길 60,20211123
애월읍,하늘만큼 땅만큼 민박,애월읍 가문동상4길 5,20211123
애월읍,하버하우스웨스트 민박,애월읍 고내로7길 37-1,20211123
애월읍,멘션에스 민박,애월읍 천덕로 153-10 (12호),20211123
애월읍,코지하우스앤투어 민박,애월읍 납읍로2길 29,20211123
애월읍,ACCT(액트) 민박,애월읍 유수암북길 19-47,20211123
애월읍,제주전통하우스 민박,애월읍 광상로 313-3,20211123
애월읍,애월in(애월인) 민박,애월읍 수산곰솔길 144-1,20211123
애월읍,프라이빗애월 민박,애월읍 장유길 63-14,20211123
애월읍,드라마2015 민박,애월읍 금성5길 42-15,20211123
애월읍,채윤 민박,애월읍 장유길 63-29,20211123
애월읍,광령그린 민박,애월읍 광령남6길 43-1,20211123
애월읍,앤디앤라라홈 민박,애월읍 중용길52-7,20211123
애월읍,언제나봄날 민박,애월읍 일주서로 6686-2,20211123
애월읍,신엄풍경마을 민박,애월읍 애월해안로 554-43 (104동),20211123
애월읍,제주애락 민박,애월읍 구엄3길 22-6,20211123
애월읍,애월씨앤스타 민박,애월읍 애월로3길17,20211123
애월읍,지니아 민박,애월읍 납읍동3길 53-46 (A동),20211123
애월읍,애월더 민박,애월읍 중구엄길 23,20211123
애월읍,살랑 제주 민박,애월읍 신엄안3길 8,20211123
애월읍,Nam:me(남매)B 민박,애월읍 하광로 505,20211123
애월읍,Nam:me(남매)A 민박,애월읍 광령남7길 1,20211123
애월읍,애월류가 민박,애월읍 애월로11길 13-1,20211123
애월읍,녹고뫼B 민박,애월읍 유수암평화10길 175-78,20211123
애월읍,제주놀멍 민박,애월읍 어음13길 152-34,20211123
애월읍,소길리숲속산장 민박,애월읍 소길남길 132-1 (라동),20211123
애월읍,수하우스 민박,애월읍 상가북4길 6-1,20211123
애월읍,나폴리 민박,애월읍 장유길 63-8,20211123
애월읍,나누하우스 민박,애월읍 구엄동3길 47 (D동),20211123
애월읍,제주하우스 민박,애월읍 구엄동3길 20,20211123
애월읍,낯가림 민박,애월읍 애월로 130,20211123
애월읍,오씨주택 민박,애월읍 광령평화10길 10-79,20211123
애월읍,나누하우스1 민박,애월읍 구엄동3길 47 (A동),20211123
애월읍,미노하우스 민박,애월읍 애상로 107 (크리스마스타운B-1동),20211123
애월읍,애월놀당게스트하우스 민박,애월읍 하귀로19길 26,20211123
애월읍,제주무심 민박,애월읍 곽지1길 26-6,20211123
애월읍,세경 민박,애월읍 중구엄길 19,20211123
애월읍,애월이막 민박,애월읍 곽납로 160-14 (5호),20211123
애월읍,포시즌애월 민박,애월읍 부룡수길 61-1,20211123
애월읍,소라게스트하우스 민박,애월읍 하귀미수포길 4,20211123
애월읍,바닷가앞30평,애월읍 부룡수길 8,20211123
애월읍,비엔토펜션 민박,애월읍 금성5길 24,20211123
애월읍,파티애월설레임2호점 민박,애월읍 애월북서길 67,20211123
애월읍,제주에산다 민박,애월읍 구엄남길 34-1,20211123
애월읍,애월풍다우주 민박,애월읍 애월로16길 6,20211123
애월읍,포시즌애월스테이 민박,애월읍 부룡수길 61-1 (113동),20211123
애월읍,문박 민박,애월읍 고성1길 5,20211123
애월읍,클라우드애월 민박,애월읍 중엄3길 36-2,20211123
애월읍,너른마당 민박,애월읍 광령2길 17-1 (가동),20211123
애월읍,제주사랑펜션 민박,애월읍 존손이굴길 58,20211123
애월읍,제주돌집 민박,애월읍 애월로13길 9,20211123
애월읍,조근조근 민박,봉성리 4033-3,20211123
애월읍,더퍼스트 민박,애월읍 부룡수길 10,20211123
애월읍,소길리황토 민박,애월읍 광상로 595-29,20211123
애월읍,뚜기네 민박,애월읍 하귀7길 59-1,20211123
애월읍,애월등불 민박,애월읍 고내로7길 37,20211123
애월읍,델마와루이스 민박,애월읍 구엄길 88,20211123
애월읍,소길숲속 민박,애월읍 소길남길 34-33,20211123
애월읍,오늘나는애월 민박,애월읍 애원로 132-6 (A동),20211123
애월읍,중구 민박,애월읍 중구엄길 16,20211123
애월읍,애월 민박,애월읍 소길남길 190-40 (제3동),20211123
애월읍,관광 민박,애월읍 소길남길 190-40 (제7동),20211123
애월읍,애월모실 민박,애월읍 엄수로 29-1 (1동),20211123
애월읍,아카시아 민박,애월읍 하귀2길 56,20211123
애월읍,까사벨라 민박,애월읍 금성5길 39,20211123
애월읍,마당모당IN애월 민박,애월읍 천덕로 263-14,20211123
애월읍,곽지다온 민박,애월읍 곽납로 90 (디동),20211123
애월읍,타라하우스 민박,애월읍 소길남길 244-17 (가동),20211123
애월읍,제주늘보의꿈 민박,애월읍 천덕로 33-1 (가동),20211123
애월읍,휴미래스테이 민박,애월읍 용흥4길 19 (제8동),20211123
애월읍,해변맨션 민박,애월읍 곽지1길 5-4,20211123
애월읍,느낌펜션 민박,애월읍 신엄안2길 54-1,20211123
애월읍,Stay인애월(스테이인애월) 민박,애월읍 고내로13길 99-16,20211123
애월읍,애월그리다 민박,애월읍 고내로13길 99-4,20211123
애월읍,애월트윈픽스 민박,애월읍 고내봉길 12-2,20211123
애월읍,안목스테이 민박,애월읍 예원북길 29,20211123
애월읍,제주야애월 민박,애월읍 장전로 103-6,20211123
애월읍,브로콜리 민박,애월읍 봉성로2길 16-8,20211123
애월읍,단잠 민박,애월읍 애월로9길 49,20211123
애월읍,카인드가든 민박,애월읍 고내안길 8,20211123
애월읍,별빛바다펜션 민박,애월읍 가문동길 43,20211123
애월읍,애월더서 민박,애월읍 소길남길 34-33 (103동),20211123
애월읍,홈스토리 민박,애월읍 부룡수길 61-1 (117동),20211123
애월읍,"어느날,제주 민박",애월읍 항몽로 190-9,20211123
애월읍,마루하우스 민박,애월읍 애상로 107 (B-2동),20211123
애월읍,살고정 민박,애월읍 장유길 32,20211123
애월읍,엔젤하우스 민박,애월읍 신엄안3길 95,20211123
애월읍,아일랜드하우스 민박,애월읍 고내봉길 12-1,20211123
애월읍,제로오클락 민박,애월읍 장소로 277 (102동),20211123
애월읍,봉성클래식 민박,애월읍 녹근로 322,20211123
애월읍,브릭스빌리지 민박,애월읍 신엄로 54 (2층),20211123
애월읍,군성해안빌리지 민박,애월읍 신엄안3길 136 (12호),20211123
애월읍,봉성아는집 민박,애월읍 봉성북1길 14,20211123
애월읍,후아힌애월 민박,애월읍 부룡수길 38-16,20211123
애월읍,지아니비 민박,애월읍 애월해안로 274-1 (B동),20211123
애월읍,애몽 민박,애월읍 고내5길 36,20211123
애월읍,곽지1983 민박,애월읍 곽지남4길 10-2,20211123
애월읍,제주the힐118(제주더힐118) 민박,애월읍 광령남4길 31-11,20211123
애월읍,애월기록안집 민박,애월읍 번대동길 4,20211123
애월읍,애월담아 민박,애월읍 하가로 141-15 (제1동),20211123
애월읍,바디디자인클럽 민박,애월읍 애월로9길 69,20211123
애월읍,별이안은바다 민박,애월읍 곽지서길 31-12 (12동),20211123
애월읍,랑데뷰 민박,애월읍 애월해안로 470,20211123
애월읍,탁스하우스 민박,애월읍 애월해안로 416,20211123
애월읍,애월하랑 민박,애월읍 구몰동길 7-1,20211123
애월읍,제주오션홈스테이 민박,애월읍 고내로13길 99-18 (7호),20211123
애월읍,Aewol970Stay(애월970스테이) 민박,애월읍 신엄안2길 35-22,20211123
애월읍,오후네시스테이 민박,애월읍 납읍동1길 11-6,20211123
애월읍,굿나잇 민박,애월읍 고하상로 135,20211123
애월읍,성호 민박,애월읍 중구엄길 25-1,20211123
애월읍,애월971 민박,애월읍 애월로9길 71,20211123
애월읍,준용하우스 민박,애월읍 애월로18길 11 (가동),20211123
애월읍,섬속의섬 민박,애월읍 애월로7길 23-3,20211123
애월읍,잇츠힐 민박,애월읍 애월해안로 788 (466-1),20211123
애월읍,시소 민박,애월읍 애월해안로 788 (466-3),20211123
애월읍,더비치제주 민박,애월읍 신엄연대길 55,20211123
애월읍,샘나도 민박,애월읍 애월로10길 3,20211123
애월읍,애월그랜드 민박,애월읍 애월해안로 384-45,20211123
애월읍,소소한집 민박,애월읍 신용로 183-1,20211123
애월읍,엘로망 민박,애월읍 가문동상2길 29-1,20211123
애월읍,앨리스의그림호텔 민박,애월읍 신엄안3길 18-2,20211123
애월읍,제주애 민박,애월읍 고내북서길 11,20211123
애월읍,제이선 민박,애월읍 고하상로 101 (A동),20211123
애월읍,노블스테이 민박,애월읍 애월해안로 554-63,20211123
애월읍,파이브스타하우스 민박,애월읍 애월해안로 554-61,20211123
애월읍,제주도애월통합게스트하우스 민박,애월읍 곽봉로 1-43 (가동),20211123
애월읍,라온 민박,애월읍 애월해안로 554-51 (제1동),20211123
애월읍,블루제주 민박,애월읍 신엄연대길 31-3 (디동),20211123
애월읍,플라야제주풀빌라 민박,애월읍 신엄연대길 31-3 (에프동),20211123
애월읍,신엄파파야 민박,애월읍 신엄연대길 31-3 (이동),20211123
애월읍,펀빌 민박,애월읍 곽지5길 21,20211123
애월읍,그린하트 민박,애월읍 고내13길 96 (B동),20211123
애월읍,Patio(파티오)애월 민박,애월읍 엄장로 180-79,20211123
애월읍,작은공간 민박,애월읍 일주서로 7000,20211123
애월읍,애월햇살 민박,애월읍 상귀길 25-1,20211123
애월읍,완e-클라쓰(완이클라쓰) 민박,애월읍 곽지8길 1 (201호),20211123
애월읍,볼수록제주스테이 민박,애월읍 하소로 154-1,20211123
애월읍,코끼리잠 민박,애월읍 금성3길 13,20211123
애월읍,예원비앤비 민박,애월읍 예원북길 27-1,20211123
애월읍,하루나의뜰 민박,애월읍 고내로7길 45-3,20211123
애월읍,봉아름 민박,애월읍 장유길 63-23,20211123
애월읍,UFO펜션 민박,애월읍 애월해안로 765,20211123
애월읍,애월에낭 민박,애월읍 장유길 10,20211123
애월읍,박별김모리 민박,애월읍 봉성로3길 11-1,20211123
애월읍,스테이연가 민박,애월읍 애월남안길 9,20211123
애월읍,김씨주택 민박,애월읍 광령평화10길 10-81,20211123
애월읍,팜스파스테이 민박,애월읍 장전4길 84 (제1동),20211123
애월읍,김수현하우스 민박,애월읍 중엄1길 37-14,20211123
애월읍,오소록 민박,애월읍 하가로 141-18,20211123
애월읍,탑애월 민박,애월읍 장유길 63-5,20211123
애월읍,애월그린힐 민박,애월읍 장유길 63-19,20211123
애월읍,담잠 민박,애월읍 납읍서길 16-2,20211123
애월읍,투레빗 민박,애월읍 상가북6길 14,20211123
애월읍,말깡거리애월 민박,애월읍 납읍로4길 23,20211123
애월읍,여행과치유 민박,애월읍 고하상로 15-1,20211123
애월읍,JejuCozyHouse(제주코지하우스) 민박,애월읍 하귀동남7길 9,20211123
애월읍,바다와자전거 민박,애월읍 고내로9길 42,20211123
애월읍,투애월펜션 민박,애월읍 애월로1길 14,20211123
애월읍,AEWOL.HATA(애월.하타) 민박,곽지남3길 21-1,20211123
애월읍,소박한 민박,애월읍 신용로 183,20211123
애월읍,편안 민박,애월읍 장유길 63-11,20211123
애월읍,고내한밤 민박,애월읍 고내로 15,20211123
애월읍,달중이네쉬멍 민박,애월읍 신용로 188-1,20211123
애월읍,소길스테이 민박,애월읍 장소로 147-23,20211123
애월읍,글로리아펜션 민박,애월읍 고내북동길 4,20211123
애월읍,투애월 민박,애월읍 애월로1길 16,20211123
애월읍,요나고래 민박,애월읍 신엄연대길 37,20211123
애월읍,칸트하우스 민박,애월읍 고내5길 35-2,20211123
애월읍,앨리스플레이스 민박,애월읍 장소로 126,20211123
애월읍,오늘하루 민박,애월읍 고성5길 12,20211123
애월읍,스테이고요 민박,애월읍 납읍동1길 18-1,20211123
애월읍,애월청향 민박,"애월읍 번드르길 5-17, 가동",20211123
애월읍,바다나무 민박,애월읍 하귀2길 16,20211123
애월읍,하르방애월 민박,애월읍 유수암평화길 130-6,20211123
애월읍,노아 민박,"애월읍 상가로 35, 제1동",20211123
애월읍,애월밤하늘바다자연애 민박,"애월읍 광령평화2길 152-11, 118동",20211123
애월읍,키닛맨숀 민박,애월읍 구엄4길 28,20211123
애월읍,애월라라 민박,"애월읍 광상로 350, 제9동",20211123
애월읍,아르케하우스 민박,애월읍 금성천남길 151-19,20211123
애월읍,애월의아침 민박,애월읍 하귀10길 39-2 (B동),20211123
애월읍,통나무아일랜드 민박,애월읍 중엄1길 37-22,20211123
애월읍,영희의정원스테이 민박,애월읍 예원로 76-8,20211123
애월읍,정취한가 민박,애월읍 수산서3길 8,20211123
애월읍,강치비 민박,애월읍 천덕로 65,20211123
애월읍,비치보이스 민박,애월읍 금성5길 42-1,20211123
애월읍,탐나는팜,애월읍 오당빌레길 102,20211123
애월읍,홉세 민박,애월읍 곽봉로 104-47,20211123
애월읍,애월살기 민박,"애월읍 애원로 593-5 C, E, F동",20211123
애월읍,크리스마스 C-2 민박,"애월읍 애상로 107, C-2동",20211123
애월읍,오크하우스 민박,애월읍 하가로 13,20211123
애월읍,오크하우스2 민박,애월읍 하가로 13-1,20211123
애월읍,애월로와 민박,애월읍 유수암평화5길 34-22,20211123
애월읍,애월 여섯마을 민박,애월읍 천덕로 271,20211123
구좌읍,봉림 민박,제주시 구좌읍 해맞이해안로 432,20211123
구좌읍,오아시스,제주시 구좌읍 해맞이해안로 54,20211123
구좌읍,제주도 푸른바다민박,제주시 구좌읍 별방길 109 (121호),20211123
구좌읍,제주도 푸른민박4,제주시 구좌읍 별방길 109 (101호),20211123
구좌읍,행원민박,제주시 구좌읍 행원로9길 39,20211123
구좌읍,올리바,제주시 구좌읍 행원로 20-11,20211123
구좌읍,오션스카이,제주시 구좌읍 덕행로 450-15,20211123
구좌읍,제주파도소리와 돌공원,제주시 구좌읍 해맞이해안로 1956,20211123
구좌읍,준민박,제주시 구좌읍 일주동로 3031,20211123
구좌읍,제주도푸른바다 5호,"제주시 구좌읍 별방길 109, 102호",20211123
구좌읍,미쓰홍당무하우스,제주시 구좌읍 평대4길 20-1,20211123
구좌읍,맘앤도그,제주시 구좌읍 송당4길 5,20211123
구좌읍,풍선비행기군단,제주시 구좌읍 평대10길 45-46,20211123
구좌읍,"별별,당근이야기",제주시 구좌읍 평대7길 40-31,20211123
구좌읍,달에 물들다 민박,제주시 구좌읍 월정1길 79-13,20211123
구좌읍,게으른 소나기 민박,제주시 구좌읍 계룡길 45-6,20211123
구좌읍,오션민박,제주시 구좌읍 덕행로 450-5,20211123
구좌읍,구좌민박,제주시 구좌읍 덕행로 450-9,20211123
구좌읍,오션스카이 빌리지 민박,제주시 구좌읍 덕행로 450-16,20211123
구좌읍,파인하우스민박,제주시 구좌읍 덕행로 450-21,20211123
구좌읍,해피하우스민박,제주시 구좌읍 덕행로 450-7,20211123
구좌읍,정치망민박,제주시 구좌읍 김녕로21길 21,20211123
구좌읍,수상한 소금밭 민박,제주시 구좌읍 종달동길 36-10,20211123
구좌읍,애리네 민박,제주시 구좌읍 김녕로21길 11,20211123
구좌읍,솔숲민박,제주시 구좌읍 충렬로 141-15,20211123
구좌읍,월정리 문스테이 게스트하우스,제주시 구좌읍 월정7길 53,20211123
구좌읍,유월민박,제주시 구좌읍 한동로1길 38,20211123
구좌읍,올레하늘정원민박,제주시 구좌읍 덕행로 450-6,20211123
구좌읍,일송정민박,제주시 구좌읍 월정1길 54-2,20211123
구좌읍,평대민박,제주시 구좌읍 대수길 30,20211123
구좌읍,바우네민박,제주시 구좌읍 한동로 84-5,20211123
구좌읍,천리민박,제주시 구좌읍 송당6길 30,20211123
구좌읍,바람돌이하우스민박,제주시 구좌읍 행원로5길 35-5,20211123
구좌읍,기분좋은민박,제주시 구좌읍 선유로 36,20211123
구좌읍,소로 소로,제주시 구좌읍 송당7길 3,20211123
구좌읍,걱대민박,제주시 구좌읍 하도3길 43-2,20211123
구좌읍,담너머 그곳에,제주시 구좌읍 하도3길 108,20211123
구좌읍,맘마하우스,제주시 구좌읍 세화7길 31,20211123
구좌읍,studio13,제주시 구좌읍 중산간동로 2126,20211123
구좌읍,오티움,제주시 구좌읍 면수길 4,20211123
구좌읍,아서의집,제주시 구좌읍 대수길 11,20211123
구좌읍,맘스하우스,제주시 구좌읍 평대11길 4,20211123
구좌읍,테너랑 알토랑,제주시 구좌읍 김녕로9길 22-5,20211123
구좌읍,다랑쉬마마,제주시 구좌읍 다랑쉬북로 313-5,20211123
구좌읍,몬딱 게스트하우스,제주시 구좌읍 세화서길 7-31,20211123
구좌읍,계룡길 벽돌가,제주시 구좌읍 계룡길 26-13,20211123
구좌읍,뚜르드제주,제주시 구좌읍 종달로1길 38-2,20211123
구좌읍,공사바,제주시 구좌읍 평대7길 33,20211123
구좌읍,모다,제주시 구좌읍 구좌해안로 52-13 A동 2층,20211123
구좌읍,돌집조앤정,제주시 구좌읍 세화합전1길 7,20211123
구좌읍,필리스틴,"제주시 구좌읍 덕천동길 79 A동 1,2층",20211123
구좌읍,무지개민박,제주시 구좌읍 해맞이해안로 1465,20211123
구좌읍,별똥별 채집소,제주시 구좌읍 하도13길 51-1,20211123
구좌읍,패밀리 하우스,제주시 구좌읍 상도로 3,20211123
구좌읍,이안재,제주시 구좌읍 종달로5길 35-1,20211123
구좌읍,달비치,제주시 구좌읍 해맞이해안로 474,20211123
구좌읍,어등개,제주시 구좌읍 행원로5길 31-1 (안채),20211123
