name,addr,intro,tag,facility
서귀포 밸리통나무빌리지펜션,제주특별자치도 서귀포시 남원읍 하례로 292,"감귤밭과 함께 어우러진 자연 속 밸리통나무빌리지 펜션.밸리통나무빌리지는 제주특별자치도가 선정한 우수 펜션이며 풍광 수려하고 조각예술공원, 다육식물 박물관 펜션입니다. 정성껏 모시겠습니다.","주차가능
해수욕장인근
바베큐
커피숍","바비큐장· 바베큐 1객실당 15000원, 2박 5000원, 3박이상은 무료(숯, 웨버그릴전용석쇠 , 목장갑 , 토치 제공 & 텃밭상추 무료이용가능) , 우천시 가능카페· 무인카페주차가능해수욕장인근· 하효쇠소깍 해변펜션즐기기[펜션즐기기]· 감귤체험· 1인 5000원(4kg)감귤 소진시 까지 운영 (감귤시즌에만 가능)[기타 시설]· 전기차 충전 시설(완충기)-(유료)· 골프채,공,대여가능(유료)[주변관광지]· 솔오름· 휴애리· 새섬&새연교· 천지연· 이중섭거리· 월라봉파크골프장 차로2분거리"
제주 글라애월,제주특별자치도 제주시 애월읍 장소로 215 제2호,"글라애월은아름다운 제주 서쪽 애월,한적한 마을 소길리에 위치한 숙소입니다.사계절의 색을 품은 예쁜 잔디마당을 중심으로다양한 타입의 객실로 구성되어 있어요.-글라애월은 예스키즈, 예스펫존 입니다.사랑스런 아이들, 반려견과 아름다운 제주에서아름다운 추억 담아가셨으면 하는 마음입니다 :)-별빛이 내리는 곳 글라애월,글라는 가자라는 뜻의 제주도 방언이기도 해요바쁜 도시에서 벗어나 자연 속에서 조금 천천히쉼과 여유를 느껴보는건 어떨까요?-전 객실 취사가능, 개별테라스-공항 차량 25분내외-개별바베큐 가능 : 사전예약 필수-애견가능객실: 2호, 4호, 5호(10키로 이내 반려견, 객실당 최대 2마리)-5호, 6호 복층룸: 빔프로젝터, 블루투스스피커 등","애견동반
주차가능
개별바베큐
와이파이
객실금연","개별바비큐개별바비큐 이용시 30,000원 추가요금 발생(바비큐 장비 일체, 숯, 우드칩 등)개별 테라스에서 바비큐 이용가능,IPTV/WiFi객실금연반려동물애견가능객실: 2호, 4호, 5호애견동반가능한 객실(디럭스룸, 5호-복층룸)의 경우 애견동반시 추가요금 1박: 1마리당 20,000원, 2박~5박: 30,000원한 객실 당 최대 2마리(~10kg)까지 가능하며 애견동반비용이 있습니다.주차가능펜션즐기기얼리 체크인 및 레이트 체크아웃: 최대 2시간까지 사전 신청한 경우 가능하며, 1시간 당 10,000원복층룸의 경우 2층에 빔프로젝터 및 OTT서비스 이용가능."
서귀포 개구리펜션,제주특별자치도 서귀포시 안덕면 사계로114번길 68-9,"산방산 바로 아래 풍경 좋은 가족독채펜션입니다 개별잔디마당이 있고 개별 바베큐가 가능하며 오붓하고 조용한 숙박을 할수 있습니다독채의 잔디마당에는 해먹과 그네가 있어 보다 넓은 공간을 사용하면서 우리가족만의 추억을 만들수 있어요• 주의사항2021년 수영장 운영종료• 입실/퇴실입실: 16:00퇴실: 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바베큐숯+그릴 이용: 4인 기준 20,000원/ 1인 추가시 5,000원이용장소 : 개별 테라스 바베큐/우천, 강풍시 이용불가이용시간 : 입실~22:00사전유선문의 및 예약 필수현장결제• 유아기준영유아 기준인원 포함 및 추가요금 발생/최대인원 초과불가현장결제• 객실정보[야외수영장]독채 1호, 독채 2호, 키즈독채 개별수영장 구비성수기 운영(2023년 7월20일~8월20일)/날씨에 따라 변동될수있음복장: 래쉬가드,수영복이용시간: 입실~20:00• 인터넷무료 wi-fi• 애견입실반려(애완)동물 동반 및 입실 불가• 기타정보[펜션시설]주차장/무료현장 상황에 따라 이용불가 할 수 있음","스파/월풀/욕조
주차가능
개별바베큐
풀빌라
해수욕장인근
독채펜션
주방
와이파이
복층구조
객실금연",스파/월풀개별바비큐독채펜션복층IPTV/WiFi주방객실금연풀빌라주차가능해수욕장인근
제주 통나무밸리펜션,제주특별자치도 제주시 애월읍 소길남길 177,"전객실 개별바베큐 가능하며 주변관광지와 인접합니다말타기 체험, 고사리 체험 등 각종 체험 가능합니다• 입실/퇴실입실: 15:00퇴실: 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바베큐숯+그릴 이용:2~4인 기준 20,000원현장결제• 유아기준1인 10,000원(8세 이상)8세 미만은 1인 무료, 2인 이상부터 1인 10,000원영유아 기준인원 포함 및 추가요금 발생/최대인원 초과불가(유아: 0세~8세 미만 / 아동: 8세~중학생 / 성인:고등학생~)현장결제• 인터넷무료 wi-fi• 애견입실반려(애완)동물 동반 및 입실 불가","주차가능
개별바베큐
해수욕장인근
바베큐
독채펜션
주방
와이파이
복층구조
패밀리
객실금연
수화물보관",개별바비큐독채펜션복층IPTV/WiFi주방객실금연바비큐장주차가능수화물보관패밀리해수욕장인근
제주 우도 하늘이 애견 펜션,제주특별자치도 제주시 우도면 우도해안길 216-2,애견동반주차가능개별바베큐오션뷰해수욕장인근바베큐주방,error,error
서귀포 제주야표선펜션,제주특별자치도 서귀포시 표선면 성읍이리로57번길 13-12,"우드톤 한옥 인테리어 / 서까래 / 풀빌라 / 독채동 / 전객실 빔프로젝터 / 레트로오락기 / 에어프라이어 / 토스트기 / 커피머신, 캡슐제공 / 독립된 야외정원바베큐 / 객실내 무료 Wi-Fi / 주차[숙소소개] 010.4369.3213 (문자문의)제주의 향기를 가득 담은 공간사랑하는 사람들과 머물며 쉬어가는 공간낭만적인 제주 동쪽독채 '머뭄'동(2~5인) 과 독채 '쉼' 동(2인): 머뭄동은 추가 요금없이 5인까지 이용가능(예약시 확인, 당일 추가 X )[야외수영장(온수불가)] ㅁ 이용객실 : '머뭄'동 전용ㅁ 이용시간 : 입실 ~ 20:00ㅁ 이용요금 : 없음ㅁ 이용안내 - 영,유아를 동반한 고객께서는 어린이의 안전사고에 유의 부탁드립니다.- 물기로 인한 미끄럼 사고 위험있으니 주의하여 주시기 바랍니다.- 수영장 이용과 관련한 상세 내용은 예약 전 숙소 홈페이지 정보 확인 또는 숙소로 문의 부탁드립니다.[야외바베큐]ㅁ 제공품목 : 숯, 그릴 세트ㅁ 이용요금 : 1박 10,000원(현장결제)ㅁ 이용시간 : 16:00 ~ 21:00ㅁ 바베큐장은 날씨/계절 등의 이유로 이용이 제한 될 수 있습니다.스누피가든 3.4km아부오름 3.8km성읍민속마을 4.1km다이나믹메이즈 2.0km백약이오름 3.0km목장카페 드르쿰다 540m제주아리랑혼 1.4km조랑말 체험공원 4.8km비밀의 숲 4.7.km따라비 오름 3.6km안도르까페 4.7km스카이워터쇼 2.9km새미오름 4.2km오늘은카트레이싱 4.0km개오름 950m비자림 20분산굼부리 13분제주아트랜드 6분사이프러스골프앤리조트 6분해비치 CC 15분메이즈랜드 18분섭지코지 35분성산일출봉 30분표선해수욕장 15분제주에서만 느낄 수 있는 프라이빗한시간과 여유를 느껴보세요!","주차가능
계곡인접
해수욕장인근
와이파이
복층구조
독채객실",복층독채객실IPTV/WiFi주차가능계곡인접해수욕장인근
서귀포 연우네펜션,제주특별자치도 서귀포시 칠십리로 510,올레 6코스 인근입니다쇠소깍 인근입니다• 주의사항침대룸 취사불가• 입실/퇴실입실: 15:00퇴실: 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바베큐바베큐 이용불가• 유아기준영유아 기준인원포함 / 최대인원 초과불가5세 이상부터 추가요금 발생(침구포함)현장결제• 인터넷,"주차가능
해수욕장인근
주방
와이파이
커플룸
객실금연",IPTV/WiFi주방커플룸객실금연주차가능해수욕장인근
서귀포 산방산황토펜션,제주특별자치도 서귀포시 안덕면 사계로 62-1,"안녕하세요. 방문해 주시는 모든 분들께 행복이 함께 하시길 기원드립니다.지친 일상을 벗어나 맘 편히 쉴 수 있는 곳, 제주 산방산 황토펜션입니다.제주 산방산 황토펜션은 하늘과 맞닿은 제주의 푸른 바다가 시원하게 펼쳐진 곳에 자리 잡은 온 가족이 편히 쉴 수 있는 자연친화적인 휴양펜션입니다.펜션 인근에는 제주 곶자왈 도립공원을 비롯하여 추사 김정희 유배지가 있으며 유명 관광지인 산방산, 송악산, 형제섬 등 아름다운 자연 풍광이 펼쳐져 있고 사계 바다 올레길과 오름 답사 및 산방산 탄산온천도 즐길 수 있답니다.저희 펜션에 오셔서 온 가족이 아름다운 추억도 만드시고 기력을 충전하시어 생활의 활력을 되찾으시기 바랍니다.제주 사계의 상큼함을 만끽할 수 있는 곳 제주 산방산 황토펜션으로 여러분을 초대합니다.","주차가능
바베큐
와이파이
독채객실","독채객실IPTV/WiFi● 전 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!바비큐장● 사랑하는 사람과 맛있는 바비큐 파티를 즐겨보세요!▷ 이용 시간 : 입실 시~22시까지▷ 이용 장소 : 바비큐장▷ 숯+그릴 요금 : 2인 기준 25,000원 (1인 추가 시 5,000원)▷ 예약 : 사전 예약▷ 11월~3월까지는 제주 지역 날씨 여건으로 바비큐장 운영을 하지 않으니 참고 바랍니다. (이용 원할 시 펜션 문의)▷ 현장 결제이며, 화재에 유의하시기 바랍니다.주차가능● 펜션 내에 주차 가능한 공간이 있습니다.펜션즐기기● 펜션 서비스▷ 저희 펜션을 이용하는 고객님들은 산방산탄산온천 이용 시 50% 할인을 해드리고 있습니다.▷ 기존 가격 13,000원, 할인 가격 6,500원● 주변 관광지▷ 산방산 : 1.52km▷ 하멜상선전시관 : 1.75km▷ 산방산탄산온천 : 2.57km▷ 산방산 용머리해안 : 1.75km▷ 마라도잠수함 : 1.46km▷ 화순금모래해수욕장 : 2.39km▷ 소인국테마파크 : 7.51km▷ 오셜록티뮤지엄 : 8.83km▷ 제주유리의 성 : 10.53km▷ 제주항공우주박물관 : 8.13km▷ 생각하는 정원 : 12.68km▷ 여미지식물원 : 12.96km▷ 제주평화박물관 : 12.87km▷ 카멜리아힐 : 10.54km▷ 상기 안내된 거리는 자동차 기준으로 표기된 점 참고 바랍니다."
제주 솔숲펜션,제주특별자치도 제주시 구좌읍 충렬로 141-15,"제주 솔숲펜션은 구좌읍 세화리에 위치한 조용한 숲세권 숙소입니다.인근 바닷가로는 세화해수욕장이 있으며 차로 5분거리에 위치합니다.중산간 도로와 인접하여 동쪽 여행하실 때 거점으로 삼기 좋습니다.인근에는 다랑쉬 오름이 있어 아침에 오름 산책하기도 좋고,시간이 부족하신 분들은 뒷마당 소나무 밭 주변을 산책하셔도 좋을 것 같습니다.저희 숙소의 가장 좋은 장소로 뒷마당의 바베큐 장을 마련해 놓았습니다.은은한 조명과 빔 프로젝트, 분위기좋은 노래가 마련되어 있어 감성적인 캠핑장의 느낌을 느끼실 수 있습니다.8개의 야외 테이블로 숙소 당 하나의 테이블이 제공되며, 게스트 취향에 맞추어 음악과 뮤직비디오를 틀어드립니다.제주에서의 가장 감성적인 바베큐장으로 좋은 추억 만들어드리겠습니다.숙소의 위치, 시설도 좋지만 가장 중요한 청결을 위해 매 예약 시 깔끔하게 세탁한 침구와 수건으로 모시겠습니다.","애견동반
주차가능
키즈
바베큐
무료영화(OTT)
와이파이
야외테라스
루프탑
프로젝터
파티가능
객실금연
기본양념
운동장
공용주방
상비약","IPTV/WiFi무료영화(OTT)야외테라스객실금연빔프로젝트바비큐장바비큐(숯+그릴+장갑 30000원)불멍(장작+오로라가루 15000원)운동장공용주방루프탑반려동물반려견동반수 : 2마리추가금액 :소형견 1마리 1박당 20000원, 중대형견 1마리 1박당 40000원기본양념상비약주차가능키즈파티가능펜션즐기기자판기, 제빙기, 커피머신"
서귀포 규리네밤하늘펜션,제주특별자치도 서귀포시 안덕면 평화로319번길 163,안녕하세요. 서귀포 규리네밤하늘펜션입니다.,"주차가능
개별바베큐
바베큐
야외테라스
독채객실
루프탑
프로젝터
파티가능
객실금연
글램핑",개별바비큐독채객실야외테라스객실금연글램핑빔프로젝트바비큐장루프탑주차가능파티가능
제주 제주야애월독채스테이,제주특별자치도 제주시 애월읍 장전로 103-6,"하루 한 팀 독채 스테이 / 돌담 정원 / 귤밭뷰 다이닝룸 / 안채&별채 동시사용 / 독서공간 / 빔프로젝터 / 반려견 동반 가능 / 세탁기&건조기 / 커피머신 / 야외바베큐 / 객실내 무료 Wi-Fi / 주차 / 제주공항 차량 30분[숙소소개] 제주스러운 농가주택을을 살리고 전체 리모델링으로 다시 태어난 제주야 애월.빈티지,모던, 농가스런운 멋을 동시에 느낄 수 있는 공간.귤나무 돌담길을 지나 편안한 휴식을 취할 수 있는 온가족이 함께 즐기는 휴식처[야외바베큐/ 개별바베큐]ㅁ 제공품목 : 숯, 그릴 세트ㅁ 이용요금 : 1세트 20,000원(현장결제)ㅁ 이용시간 : 16:00 ~ 21:00ㅁ 바베큐장은 날씨/계절 등의 이유로 이용이 제한 될 수 있습니다.[반려견 동반안내] ㅁ 반려견 추가요금 : 1마리 당 50,000원 (현장결제)ㅁ 반려견 입실가능조건 : 1마리당 10kg미만 2마리까지 입실 가능ㅁ 반려견 동반 입실 시 객실 내 배변패드 및 배설물은 견주님이 꼭 정리 부탁드립니다.* 반려견 동반 시 반드시 숙소로 사전 예약 부탁드립니다. 맹견류는 입장 불가함을 사전 안내드립니다.[주변관광지]ㅁ 애월해수욕장ㅁ 한담해수욕장ㅁ 올레길코스ㅁ 곽지해수욕장","애견동반
주차가능
개별바베큐
해수욕장인근
와이파이",개별바비큐IPTV/WiFi반려동물주차가능해수욕장인근
서귀포 아침의새소리펜션,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,남원스테이는 감귤의 발원지 남원의 평화로운 마을과 정원 속에 위치한 고즈넉한 펜션입니다.,"애견동반
주차가능
키즈
독채펜션
게임
복층구조
야외테라스
한옥
커피숍
상비약",독채펜션복층한옥야외테라스카페반려동물반려동물 동반시 추가 3만원 현장 결제상비약주차가능키즈게임
제주 애월더펜션,제주특별자치도 제주시 애월읍 신엄안3길 136-14,"안녕하세요.아름다운 제주 애월의 동화 속 같은 펜션, 애월더펜션입니다.창을 열면 들려오는 잔잔한 파도소리, 올망졸망 쌓아 놓은 돌담, 한라산 정상이 손에 잡힐 듯 아름다운 풍경속에서 추억을 만들어보세요.예약 및 문의사항은 언제든지 연락주시면 친절하게 답변드리겠습니다.애월더펜션은미국 할리우드의 베버리힐즈의 설계 도면과 배치도를 가져와 15,000m2의 넓은 대지 위에 펼쳐진 자연친화적으로 꾸며진 타운으로 제주시 애월읍 신엄포구에서 가까운 15,000평방미터의 넓은 대지 위에 펼쳐진 자연친화적으로 꾸며진 펜션입니다. 곽지해수욕장까지 차로 약 10분 거리에 위치하고 있고, 구엄리 돌염전까지 약 10분 거리에 위치하고 있습니다.","애견동반
주차가능
오션뷰
바베큐
와이파이
야외테라스
객실금연
운동장
공용주방
어메니티",IPTV/WiFi오션뷰야외테라스객실금연어메니티바비큐장숯+그릴 2만5천원운동장공용주방반려동물101호 만 애견 동반 가능소형견만 가능반려견 1마리당 추가요금 2만원주차가능
제주 하루네고찌글라,제주특별자치도 제주시 애월읍 곽봉로 48-8,"애월 곽지해수욕장을 품고있는 곽지리 마을안주택 민박입니다주택 전체를 사용하실 수 있고, 화장실과 주방, 탁트인 경관을 지닌 데크가 있습니다전용 출입문을 사용하실 수 있어요한담까페거리/협재/곽지관광지역에 가까운 마을이라, 제주스러운 느낌과 편리함을 동시에 즐기실 수 있습니다필요한 부분들은 가능한 얼마든지 도움 드리려고 합니다","주차가능
개별바베큐
오션뷰
무료영화(OTT)
독채펜션
공기청정기
와이파이
야외테라스
독채객실
객실금연
기본양념
상비약","개별바비큐바베큐 25,000원 후불독채펜션독채객실IPTV/WiFi무료영화(OTT)오션뷰야외테라스객실금연공기청정기기본양념상비약주차가능"
제주 연미동산펜션,제주특별자치도 제주시 애월읍 중엄1길 21,주차가능해수욕장인근와이파이,error,error
서귀포 아티스트펜션,제주특별자치도 서귀포시 중문상로 207-23,"저희 아티스트 펜션은 서귀포시 중문에 위치한 작고 아담한 펜션입니다.중문 시내에서 차량으로 5~10분 정도 걸리는 중산간지역에 위치해 있으며차소리나 기타 공해들이 없고 주변은 감귤밭 삼나무 편백나무 돌담 등 제주의 청정자연으로 둘러싸여져 있습니다.도심을 떠나 자연 속에서 제주의 운치를 느끼며 조용한 휴식을 취하시기엔 부족함이 없습니다.현재 객실도 1층 화이트와 바이올렛 두 곳만 운영 예정이고 객실 당 최대 두 분의 게스트분들만 예약을 받기에펜션 내외에서도 최대한 프라이빗하게 지내시다 가실 수 있는 환경을 제공해 드립니다.객실 내에는 커피, 허브, 홍차 등 다양한 티를 셀프로 즐기실 수 있는 작은 홈 카페가 마련되어 있습니다.겨울철에는 객실 바로 옆에 있는 감귤밭에서 언제든 싱싱한 귤을 따르실 수 있습니다.제가 직접 가꾼 정원과 그 사이사이 놓인 아티스트이신 저희 부모님이 만드신 작품들도 감상하시며제주 냄새 물씬 풍기는 저희 동네 한 바퀴도 느긋하게 산책하시면서 쉬다 가실 게스트님들은 언제든 주저하시마시고 문의 부탁 주세요^^","주차가능
와이파이
독채객실",독채객실● 프라이빗 한 객실에서 사랑하는 가족이나 친구와 함께 행복을 찾아보세요.IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!● 사용 가능 객실 : 전 객실 이용 가능주차가능● 펜션 내에 주차 가능한 공간이 있습니다.● 주차 가능 대수 : 최대 4대 가능
서귀포 푸른밤그별아래펜션,제주특별자치도 서귀포시 대정읍 전세비로 79-8,"여행을 좋아하는 호스트가 호텔, 콘도, 펜션, 민박 등 다양한 숙소를 경험한 후 각 숙소의 장점을 최대한 모아 직접 건축하여 2022년 4월 오픈한 ""푸른 밤 그 별 아래 펜션""입니다.한라산, 마라도, 가파도 조망 등 멋진 view를 가지고 있으며, 이용하는 게스트가 최대한 편히 쉴 수 있도록 준비를 하였습니다.기존에 에어비앤비와 네이버 통해서만 예약을 받았으며 해당 사이트에 많은 이용 후기가 있고, 금번에 야놀자에 입점하여 더 많은 게스트를 만나고자 합니다.펜션은 조용하고 한적한 곳에 위치하고 있으나, 일주서로에서 300m 밖에 떨어져 있지 않아 찾아오기 편하며, 제주도 서쪽의 여행지에 쉽게 접근할 수 있습니다.● 도보 기준 10분 이내 도착 장소 : 돌고래 관찰 해안, 낚시 갯바위, 돈두미오름 산책길, 버스정류장● 차량 기준 10분 이내 도착 장소 : 편의점, 대형마트, 양돈가 공장, 전복 판매장, 새우 판매장, 스시 전문점, 모슬봉, 가시오름, 모슬포항, 추사기념관 등● 차량 기준 15분 이내 도착 장소 : 운진항(가파도, 마라도 여객선), 송악산, 알뜨르 비행장, 섯알오름, 환태평양 소공원, 하모해변, 수월봉, 영어국제도시, 고산 유적지, 산방산, 용머리 해안 등● 차량 기준 20분 이내 도착 장소 : 한경면 일대, 대정읍 일대● 차량 기준 30분 이내 도착 장소 : 한림면 일대, 안덕면 일대● 차량 기준 1시간 이내 도착 장소 : 제주도 서쪽 지역 전역(애월읍, 서귀포시, 제주시, 1100고지 등) 및 제주 국제공항","스파/월풀/욕조
애견동반
주차가능
바베큐
와이파이
독채객실
객실금연","스파/월풀독채객실IPTV/WiFi객실금연바비큐장● 바비큐 이용 안내▷ 마당 내 공용이며 바비큐 이용 시 화로, 집게, 장갑 등은 무료 제공하고 숯과 고기, 불판, 철망 등은 직접 준비하시면 됩니다.▷ 숯, 불판, 철망 등 소모품을 펜션에서 구입 시 10,000원의 요금이 발생합니다.반려동물● 반려견 동반 입실 가능하며, 반려견 입실 시 숙박 기간 관계없이 별도의 청소 비용 15,000원 1회 발생됩니다.( 현장결제가능 )주차가능● 펜션 앞 도로(사유 도로)에 주차● 전기차 충전 가능(1kw당 200원 요금 발생)펜션즐기기● 오시는 길▷ 자차 이용 시 : 제주도 서귀포시 대정읍 전세비로 79-8(대정읍 영락리 1477-24) 또는 돈두오름(돈두미, 돈두악) 내비게이션 검색▷ 대중교통 이용 시 : 제주공항 4번 버스 정류장에서 151번 또는 152번 광역버스 이용하여 모슬포 이동 후(1시간 소요) 202번 버스 이용하여 펜션 앞 하차● 펜션 시설▷ 공용 세탁기, 건조기 이용 가능● 무인판매대▷ 햇반, 라면, 과자, 음료, 생수, 칫솔, 마스크, 캡슐커피 등을 전 제품 개당 1,000원에 판매▷ 치즈, 버터, 딸기잼 무료 제공"
제주 카이로스스테이,제주특별자치도 제주시 애월읍 장유길 49-43 B동,"최공의 순간, 특별한 시간 카이로스숨을 찾아서 제주도를 찾았다면 자연에 누운, 저연 그대로, 자연이 살아 숨쉬는 카이로스가 있습니다.카이로스는 3년의 시간과 정성을 들여 제주 애월의 자연 속에 스며들고자 노력했습니다.제주도의 오름의 아름다움을 닮은 지형에 모든 건축물을 낮게 드러누워 우리에게 평온함을 선사합니다.모든 건축물은 골조까지 캐나다 원목을 사용한 100% 친환경 목조주택이며, 스스로 숨을 쉬는 집입니다.카이로스 부띠크 스테이는 느림과 여유, 평온함을 선물합니다.","프리미엄펜션
주차가능
조식운영
독채펜션
와이파이
복층구조
객실금연
커피숍","독채펜션복층IPTV/WiFi객실금연프리미엄펜션카페오가닉카페카페오픈 : 매일 09:00~18:30휴무없음 (단, 추석과 구정 명절 당일 하루만 쉬어갑니다)조식서비스시그니쳐 세트 현장결제치아바다+토마토스프+야채샐러드+제주수제소시지+아메리카노(1인세트)=13,000(50%할인가격)주차가능"
서귀포 헬로제주펜션,제주특별자치도 서귀포시 칠십리로 40-2,"안녕하세요, 서귀포 항구 펜션 헬로제주펜션입니다.서귀포항 오션뷰가 좋은 위치에 서귀포 시내 교통이 좋고버스노선도 있어 여행 동선이 좋아요.주변 재래시장 관광지 등 새연교야경, 천지연 폭포야경, 선녀탕, 외돌개, 정방폭포, 올레길, 이중섭거리 및서귀포 잠수함, 유람선 스킨스쿠버 등 체험하는 동선으로는 최적입니다.제주올레길 6-7코스 중간이라 볼거리와 서귀포 시내 3분 거리에 교통이 한라산 둘레길 한라산 등산에도 지리적으로좋습니다.서귀포 항구 펜션 헬로우 제주는 서귀포 바닷가 끝자락에 위치한 서귀포항에 모든 것을 느낄 수 있습니다.","주차가능
오션뷰
바베큐
와이파이
복층구조
야외테라스
독채객실
객실금연","복층유아, 아동 동반 시 안전에 유의 바랍니다.독채객실IPTV/WiFi오션뷰야외테라스객실금연바비큐장숯+그릴 이용료 : 2만원 (2인기준)주차가능"
제주 프레임펜션,제주특별자치도 제주시 애월읍 애월해안로 907,"해안도로 언덕... 바다를 향한 프레임 사계절 아름다운 바다 풍경을 담아낼 프레임으로 여러분을 초대합니다.머물고, 즐기고, 바라보는 감성 휴식. 친구, 연인, 가족과 함께하는 소중한 기억의 프레임. 애월 해안도로 바닷길 프레임펜션이 있습니다. 넉넉한 바다 풍경을 담고 푸른 밤 야경이 한가로운 프레임스파빌에서 여행의 피로와 일상의 피로를 마음 넉넉하게, 시간 넉넉하게 풀어보세요.","스파/월풀/욕조
주차가능
오션뷰
해수욕장인근
커피숍",스파/월풀· 천연비누&입욕제오션뷰카페주차가능해수욕장인근· 이호해수욕장· 곽지해수욕장펜션즐기기[종이시계 카페]손님중 객실카드(객실키)를 결제시 보여주면 10%로 할인됩니다.저희 프레임1층 예전 카페자리에 흑돼지점문점이 오픈했습니다. 카페와 동일하게 객실카드 보여주면 김치찌개 무료입니다.[주변관광지]· 도두봉· 한담해안도로· 더럭분교· 한라수목원· 러브랜드· 렛츠런파크
서귀포 한돌펜션,제주특별자치도 서귀포시 대정읍 영락하동로47번길 87,"한돌은 제주바다에 인접한 조용하고 한적한 펜션입니다.바로앞 바다에서 돌고래가 노는 모습을 볼 수 있는 명당이구요,마당에는 개별자쿠지가 있어서 가족,연인,아이들과 즐거운 추억을 만드실 수 있습니다.","주차가능
개별바베큐
오션뷰
무료영화(OTT)
독채펜션
스타일러
노천탕
와이파이
복층구조
독채객실
객실금연","개별바비큐독채펜션복층유아, 아동 동반 시 안전에 유의 바랍니다.독채객실IPTV/WiFi무료영화(OTT)오션뷰객실금연스타일러노천탕자쿠지 온수는 2시간 1회 8만원의 추가이용금이 있습니다주차가능"
제주 블랑펜션,제주특별자치도 제주시 한림읍 금능길 47,"제주독채스테이 / 반려동물 가능 / 레트로풍 / 감성인테리어 / 앞마당 / 데크 / 돌담 / 비양도 / 금능해수욕장 /주차[숙소소개] 아름다운 제주 금능해수욕장에서 비양도를 바라보면서 편안함을 느낄실 수 있도록 제주 구옥을 레트로풍으로 꾸민 독채펜션입니다.사랑하는 반려동물도 숙박이 가능합니다.아담한 앞마당데크에서 바베큐도 냠냠냠...창문너머로 보이는 제주의 돌담과 비양도를 보며 삶의 쉼표를 가져보시고, 제주 감성 숙소에서 아름다운 추억을 만들어보세요 :)[이용 주의사항]시골 바닷가 마을, 구옥을 개조한 숙소 특성상 다양한 벌레가 나올 수 있습니다.약품 및 소독으로 정기적 관리를 하고 있으나 벌레에 많이 민감하신 분들은 예약에 참고해주세요.[반려견 동반안내] ㅁ 반려동물은 예약 전, 숙소로 사전에 말씀해주세요. (종/키로수/마리/나이)ㅁ 반려견 추가 요금 : 30,000원 /마리당 (현장결제)ㅁ 반려견 입실 조건 : 1마리당 5kg미만 2마리까지 입실가능ㅁ 반려견 동반 입실 시 객실 내 배변패드 및 배설물은 견주님이 꼭 정리 부탁드립니다.[바베큐]ㅁ 제공품목 : 숯, 그릴, 석쇠ㅁ 이용요금 : 30,000원(현장결제)ㅁ 이용시간 : 18:00 ~ 22:00ㅁ 바베큐장은 날씨/계절 등의 이유로 이용이 제한 될 수 있습니다.[주차]ㅁ 건물 바로 옆 전용 주차공간 있습니다.","애견동반
주차가능
개별바베큐
해수욕장인근
와이파이
상비약",개별바비큐IPTV/WiFi반려동물상비약주차가능해수욕장인근
제주 뚜르드제주게스트하우스펜션,제주특별자치도 제주시 구좌읍 종달로1길 38-2,"종달리 게스트하우스이며 주변관광지와 인접합니다• 주의사항전객실 취사불가(공용주방이용가능)• 입실/퇴실입실: 17:00퇴실: 10:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바베큐바베큐 이용불가• 유아기준영유아 기준인원 포함 및 추가요금 발생/최대인원 초과불가현장결제• 객실정보한실객실 제외 전객실 공용화장실/공용샤워실 이용가능• 인터넷무료 wi-fi• 애견입실애완동물 입실 불가• 기타정보[조식제공]이용시간: 8:00~9:00(1시간)토스트, 스프, 과일, 커피, 주스 제공1일 1인 기준 3,500원 (미리 결제 시 제공 가능)현장결제","주차가능
와이파이
커플룸
객실금연
식사가능
공용주방",IPTV/WiFi커플룸객실금연공용주방식사가능주차가능
제주 평대대수굴바당조끄띠펜션,제주특별자치도 제주시 구좌읍 대수길 10,안녕하세요.제주 평대대수굴바당조끄띠펜션입니다.,"주차가능
바베큐
와이파이
독채객실
객실금연
매점/편의점
투어","독채객실IPTV/WiFi* 숙소전역 와이파이 가능객실금연바비큐장* 부대시설: 정원, 바베큐장* 바베큐장 이용료: 1만원(숯은 고객님이 준비), 우천시 가능- 1팀만 가능하므로 사전 예약 필수 -매점/편의점* 편의점: 도보 3분 거리 / 마트: 차로 10분 거리주차가능* 주차: 객실당 1대가능투어[주변관광지]월정리해수욕장, 평대해변, 세화해수욕장, 하도해수욕장, 만장굴펜션즐기기* 전기차 충전소: 차로 5분 거리*주변 조식, 석식 가능한 식당 거리: 차로 5분 거리*공항 차로 1시간 거리"
